,English,Tamil
2465,Edappadi Palanichamy warns of miscreants who moved MGR statue in Thanjavur..,அம்மா கூட இருந்திருந்தால்..தன்னுடைய முடிவிற்கு..இதுதான் பதில்... அமீரின் உருக்கமான வார்த்தைகள்
2466,Do you have a manhood? Sindia Nayanar.. Boiled AIADMK heads.. Complaint flew to Delhi! What happened?,ஜூலி வந்தால் நமக்கு ஜாலி... கொண்டாடும் நெட்டிசன்கள்... ஆரம்பமே இப்படியா 
2467,Punjab Election: Akali Dal's Bikram Majithia pitched against Sidhu.. Sema Bait Waiting,தஞ்சையில் எம்ஜிஆர் சிலையை பெயர்த்தெடுத்த மர்மநபர்கள்.. கடும் கோபத்துடன் எடப்பாடி பழனிச்சாமி வார்னிங்
2468,"Student suicide forced conversion is not true, our party is promoting it - BJP leader who broke the truth","மாணவி தற்கொலை கட்டாய மதமாற்றம் உண்மை இல்ல, எங்க கட்சிதான் பெருசாக்குது -உண்மையை உடைத்த பாஜக பிரமுகர்"
2469,New angle.. Did the Ariyalur student file a complaint against the foster mother in 2020? Police investigation, ச்சீ! விலைவாசி உயர்வு பற்றி கேட்ட ரிப்போர்டர்- கேட்க முடியாத வார்த்தையில் திட்டிய பைடன்! பரபர வீடியோ
2470,What Raju did in Aamir's house... Raju has such a talent... The fans were amazed,புதிய கோணம்.. 2020ல் வளர்ப்பு தாய்க்கு எதிராக புகார் கொடுத்தாரா அரியலூர் மாணவி? போலீஸ் விசாரணை 
2471,The contestant who earned the hate of many in the very first week...is this the reason?," பிப்ரவரி மாத ராசி பலன் 2022: ரிஷபம்,மிதுன ராசிக்காரர்கள் கவனத்தோடு செயல்படுங்கள் "
2472,"February horoscope 2022: Be careful Taurus, Gemini people",கிளாஸ்ரூமில்.. மாணவியிடம் ஹெச்.எம் செய்த காரியம்.. ஒளிந்திருந்து பார்த்த மாணவர்களின் அதிரடி
2473,Chee! The reporter asked about the price increase - Biden scolded in an inaudible word! Exciting video,பஞ்சாப் தேர்தல்: சித்துவுக்கு எதிராக களமிறங்கிய அகாலிதளத்தின் பிக்ரம் மஜிதியா.. செம பைட் வெயிட்டிங் 
2474,Tanjore student suicide: The school administration's fault is the reason - AIADMK's O. Panneer Selvam report, ஆண்மை இருக்கா? சீண்டிய நயினார்.. கொதித்த அதிமுக தலைகள்.. டெல்லிக்கு பறந்த புகார்! என்ன நடந்தது?
2475,"V.U.C, Periyar, Muthuramalinga Devar.. Tamil Nadu Urthi - Do you know what idols are there?",தஞ்சை மாணவி தற்கொலை : பள்ளி நிர்வாகம் செய்த தவறுதான் காரணம்- அதிமுகவின் ஓ.பன்னீர் செல்வம் அறிக்கை 
2476,Republic day celebration.. Governor RN Ravi hoisted the national flag at Chennai Marina beach,தகித்த நயினார்.. பட்டென பறந்து வந்த ஓபிஎஸ் அறிக்கை.. இந்த முக்கிய விஷயத்தை நோட் பண்ணீங்களா? 
2477,A hero who saved 24 families.. Veera Theera Award given to DMK district secretary.. Do you know why?,குடியரசு தின கொண்டாட்டம்.. சென்னை மெரினா கடற்கரையில் தேசிய கொடி ஏற்றினார் ஆளுநர் ஆர்.என்.ரவி
2478,Takita Nayanar.. OPS report that was flying fast.. Did you note this important thing?,"வ.உ.சி, பெரியார், முத்துராமலிங்க தேவர்.. தமிழ்நாடு ஊர்தி -என்னென்ன சிலைகள் இடம்பெற்றுள்ளன தெரியுமா? "
2479,In the classroom.. what HM did to the student.. the action of the students who watched from hiding, தனித்து போட்டியிட்டு ஆண்மையை நிரூபியுங்க Mr.நயினார் நாகேந்திரன்- அதிமுக Vsபாஜக குடுமிபிடி சண்டை!
